Date,Power Station,Monitored Cap.(MW),Total Cap. Under Maintenace (MW),Planned Maintanence (MW),Forced Maintanence(MW),Other Reasons (MW),Programme (MW),Actual (MW),Excess(+) / Shortfall (-) (MW),Deviation (MW)
01-09-2017,NTPC Ltd.,7359.58,2900,500,2400,0,106.13,64.22,-41.91,-39.49
01-09-2017,PENNA,52.8,0,0,0,0,0.94,1.05,0.11,11.7
01-09-2017,BEPL,450,270,0,270,0,6.5,3.75,-2.75,-42.31
01-09-2017,APL,1320,660,0,660,0,23.29,12.37,-10.92,-46.89
01-09-2017,APCPL,1500,0,0,0,0,21.67,22.65,0.98,4.52
01-09-2017,AHPC (GVK),330,0,0,0,0,6.9,8.31,1.41,20.43
01-09-2017,ADHPL,192,96,96,0,0,4,3.82,-0.18,-4.5
01-09-2017,Uttar Pradesh,5970.6,843,604,239,0,102.43,84.25,-18.18,-17.75
01-09-2017,Uttarakhand,1252.15,491.25,167,96,228.25,16.07,18.13,2.06,12.82
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,Rajasthan,6864.8,1923.5,500,960,463.5,83.25,83.17,-0.08,-0.1
01-09-2017,Jammu and Kashmir,1285,150,0,0,150,22.41,25.19,2.78,12.41
01-09-2017,Himachal Pradesh,3378,554,0,231,323,44.9,42.33,-2.57,-5.72
01-09-2017,Haryana,2720,1620,0,1620,0,29.25,23.08,-6.17,-21.09
01-09-2017,Delhi,2235.4,885,0,135,750,15.46,11.98,-3.48,-22.51
01-09-2017,ONGC,726.6,0,0,0,0,10.96,14.26,3.3,30.11
01-09-2017,NTPC Ltd.,500,0,0,0,0,7.29,8.93,1.64,22.5
01-09-2017,NHPC,105,0,0,0,0,2.42,2.53,0.11,4.55
01-09-2017,Punjab,3826.3,2179.5,879.5,1300,0,35.89,27.66,-8.23,-22.93
01-09-2017,E.P.P.L.,100,0,0,0,0,2.1,2.68,0.58,27.62
01-09-2017,GBHPPL,70,35,0,35,0,1.45,1.83,0.38,26.21
01-09-2017,GIPL,225,0,0,0,0,1.9,0,-1.9,-100
01-09-2017,RPSCL,1200,300,0,300,0,21.94,18.23,-3.71,-16.91
01-09-2017,PPGCL (Jaypee),1980,660,0,660,0,25.62,19.56,-6.06,-23.65
01-09-2017,NTPC Ltd.,12659.06,2764.66,500,605,1659.66,175.86,182.96,7.1,4.04
01-09-2017,NPL,1400,0,0,0,0,28.65,23.78,-4.87,-17
01-09-2017,NPCIL,1520,200,200,0,0,30.72,30.43,-0.29,-0.94
01-09-2017,NLC,250,125,0,125,0,4.46,3.05,-1.41,-31.61
01-09-2017,NHPC,4484.2,768.4,110,282,376.4,81.69,89.01,7.32,8.96
01-09-2017,NDPL,108,108,0,0,108,0,0,0,0
01-09-2017,MUNPL,660,660,0,660,0,0,0,0,0
01-09-2017,MPCL,86,0,0,0,0,2.19,1.96,-0.23,-10.5
01-09-2017,LPGCL,1980,0,0,0,0,29.87,29,-0.87,-2.91
01-09-2017,LAPPL,1200,0,0,0,0,22.94,16.26,-6.68,-29.12
01-09-2017,JPPVL,400,200,100,100,0,8.87,10.33,1.46,16.46
01-09-2017,JhPL(HR),1320,0,0,0,0,14.39,21.79,7.4,51.42
01-09-2017,IAEPL,36,0,0,0,0,0.71,0.77,0.06,8.45
01-09-2017,HBPCL,1300,0,0,0,0,30.55,33.24,2.69,8.81
01-09-2017,GPGSL (GVK),540,270,0,270,0,5.77,3.95,-1.82,-31.54
01-09-2017,NEEPCO.,1452,148,0,30,118,30.84,20.73,-10.11,-32.78
01-09-2017,NTPL,1000,500,500,0,0,18.84,7.15,-11.69,-62.05
01-09-2017,Tripura,169.5,53.5,0,0,53.5,1.44,1.73,0.29,20.14
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,West Bengal,6466,1861.5,432.5,1420,9,72.56,74.13,1.57,2.16
01-09-2017,Sikkim,1200,0,0,0,0,20.97,19.03,-1.94,-9.25
01-09-2017,Odisha,2562.25,768.5,419,349.5,0,32.66,26.35,-6.31,-19.32
01-09-2017,Jharkhand,550,210,0,210,0,3.75,4.48,0.73,19.47
01-09-2017,Bihar,710,710,105,605,0,0,0,0,0
01-09-2017,Andaman & Nicobar Islands,40.05,0,0,0,0,0.55,0.27,-0.28,-50.91
01-09-2017,VEMAGIRI,370,0,0,0,0,0,0,0,0
01-09-2017,ADHUNIK,540,270,0,270,0,8.84,6.21,-2.63,-29.75
01-09-2017,VASAVI,200,0,0,0,0,0,0,0,0
01-09-2017,ST-CMSECP,250,0,0,0,0,3.35,0,-3.35,-100
01-09-2017,SPGL,208,0,0,0,0,1.23,3.75,2.52,204.88
01-09-2017,SGPL,1320,0,0,0,0,24.25,21.93,-2.32,-9.57
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SEIL,1320,0,0,0,0,27.52,22.91,-4.61,-16.75
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,PPNPGCL,330.5,330.5,0,0,330.5,0,0,0,0
01-09-2017,UPCL,1200,1200,0,1200,0,17.46,0,-17.46,-100
01-09-2017,BRBCL,500,250,0,250,0,3.9,4.49,0.59,15.13
01-09-2017,CESC,1125,375,0,375,0,17.65,18.89,1.24,7.03
01-09-2017,DEPL,193,0,0,0,0,3.61,4.75,1.14,31.58
01-09-2017,Assam,358.45,0,0,0,0,4.9,3.94,-0.96,-19.59
01-09-2017,TATA PCL,240,0,0,0,0,4.64,3.92,-0.72,-15.52
01-09-2017,SKPPPL,96,0,0,0,0,1.52,2.35,0.83,54.61
01-09-2017,SEL,1200,600,0,600,0,2.74,1.2,-1.54,-56.2
01-09-2017,NTPC Ltd.,9220,560,560,0,0,152.43,162.77,10.34,6.78
01-09-2017,NHPC,862,33,33,0,0,19.1,21.04,1.94,10.16
01-09-2017,NALCO,0,0,0,0,0,0.68,0,-0.68,-100
01-09-2017,MPL,1050,0,0,0,0,10.42,17.66,7.24,69.48
01-09-2017,K.B.U.N.L,610,110,0,110,0,7.41,8.24,0.83,11.2
01-09-2017,JITPL,1200,600,0,600,0,13.68,9.98,-3.7,-27.05
01-09-2017,ICCL,0,0,0,0,0,0.81,0.58,-0.23,-28.4
01-09-2017,IBPIL,350,350,0,350,0,0,0,0,0
01-09-2017,HMEL,300,300,0,300,0,0,0,0,0
01-09-2017,HEL,600,0,0,0,0,12.06,13.97,1.91,15.84
01-09-2017,GMR ENERG,1050,350,0,350,0,17.22,14.49,-2.73,-15.85
01-09-2017,GISL,110,0,0,0,0,2.13,2.6,0.47,22.07
01-09-2017,DVC,7233.2,2153.2,540,1570,43.2,92.5,94.74,2.24,2.42
01-09-2017,Meghalaya,322,0,0,0,0,4.06,4.01,-0.05,-1.23
01-09-2017,CLPINDIA,655,0,0,0,0,0.8,0,-0.8,-100
01-09-2017,CGPL,4000,800,0,800,0,82.61,60.15,-22.46,-27.19
01-09-2017,BLAPPL,45,0,0,0,0,0,0.88,0.88,0
01-09-2017,NTECL,1500,500,500,0,0,26.97,16.52,-10.45,-38.73
01-09-2017,NPCIL,3320,2220,1000,1220,0,44.55,25.34,-19.21,-43.12
01-09-2017,NLC,2990,970,0,970,0,50.12,39.78,-10.34,-20.62
01-09-2017,MEL,300,300,0,300,0,1.62,0,-1.62,-100
01-09-2017,MADURAI P,106,0,0,0,0,0,0,0,0
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,KONDAPALI,1458,0,0,0,0,1.65,5.61,3.96,239.82
01-09-2017,NTPC Ltd.,7359.58,2900,500,2400,0,116.34,79.4,-36.94,-31.75
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,ITPCL,1200,600,0,600,0,19.8,10.44,-9.36,-47.27
01-09-2017,IBPIL,300,300,0,300,0,0,0,0,0
01-09-2017,HNPC,1040,1040,0,1040,0,17.47,0,-17.47,-100
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,GREL,768,0,0,0,0,0,0,0,0
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,JSWEL,860,430,0,430,0,10.64,6.77,-3.87,-36.38
01-09-2017,CEPL,1200,600,0,600,0,11.03,10.95,-0.08,-0.73
01-09-2017,NTPL,1000,500,500,0,0,18.84,7.95,-10.89,-57.81
01-09-2017,PPNPGCL,330.5,0,0,0,0,0,0,0,0
01-09-2017,ADHUNIK,540,270,0,270,0,8.84,6.32,-2.52,-28.47
01-09-2017,West Bengal,6466,2571.5,222.5,2340,9,68.8,66.67,-2.13,-3.09
01-09-2017,Sikkim,1200,0,0,0,0,20.97,19.06,-1.91,-9.1
01-09-2017,Odisha,2562.25,558.5,419,139.5,0,32.66,31.04,-1.62,-4.97
01-09-2017,Jharkhand,550,210,0,210,0,3.75,4.22,0.47,12.53
01-09-2017,Bihar,710,710,105,605,0,0,0,0,0
01-09-2017,Andaman & Nicobar Islands,40.05,0,0,0,0,0.55,0.27,-0.28,-50.73
01-09-2017,PENNA,52.8,0,0,0,0,0.94,1.03,0.09,9.47
01-09-2017,VEMAGIRI,370,0,0,0,0,0,0,0,0
01-09-2017,UPCL,1200,1200,0,1200,0,17.46,0,-17.46,-100
01-09-2017,ST-CMSECP,250,0,0,0,0,3.35,4.01,0.66,19.7
01-09-2017,SPGL,208,0,0,0,0,1.23,3.93,2.7,219.35
01-09-2017,SGPL,1320,0,0,0,0,24.25,19.54,-4.72,-19.44
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SEIL,1320,0,0,0,0,27.52,31.19,3.67,13.34
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,VASAVI,200,0,0,0,0,0,0,0,0
01-09-2017,BSES(P),220,0,0,0,0,0,0,0,0
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,SCPL,100,0,0,0,0,1.97,2.35,0.38,19.49
01-09-2017,RKMPPL,1080,720,0,720,0,10.26,5.97,-4.29,-41.81
01-09-2017,RIL (DAHANU),500,0,0,0,0,11,11.17,0.17,1.56
01-09-2017,RGPPL,1967.08,1303.54,0,0,1303.54,12.21,13.16,0.95,7.76
01-09-2017,RELIANCE,48,0,0,0,0,0,0,0,0
01-09-2017,RATTANINDIA,2700,1350,0,1350,0,13.99,29.47,15.48,110.64
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,SKS,600,300,0,300,0,0,2.54,2.54,0
01-09-2017,NTPC Ltd.,15433.59,3938,1000,2620,318,226.35,251.62,25.27,11.16
01-09-2017,NPCIL,1840,600,600,0,0,25.06,30.07,5.01,20.01
01-09-2017,NHDC,1520,1130,1130,0,0,7.9,1.14,-6.76,-85.53
01-09-2017,MCCPL,300,0,0,0,0,6.03,7.29,1.26,20.88
01-09-2017,MBPMPL,1200,0,0,0,0,16.46,22.72,6.26,38.03
01-09-2017,LANCO,600,0,0,0,0,10.96,11.12,0.16,1.46
01-09-2017,KWPCL,600,600,0,600,0,0,0,0,0
01-09-2017,JSWEL,1200,600,300,0,300,19.59,11.71,-7.88,-40.25
01-09-2017,NSPCL,500,0,0,0,0,10.65,11.82,1.17,11.02
01-09-2017,SPL,3960,0,0,0,0,71.91,95.03,23.13,32.16
01-09-2017,SPPL,150,150,0,150,0,0,0,0,0
01-09-2017,SVPPL,63,63,0,63,0,0,0,0,0
01-09-2017,APGPCL,272,0,0,0,0,1.05,3.62,2.57,244.38
01-09-2017,ABAN POWR,119.8,0,0,0,0,1.36,1.98,0.62,45.59
01-09-2017,Telangana,6918.1,332.8,100.8,175,57,96.02,103.04,7.02,7.31
01-09-2017,Tamil Nadu,7037.28,2710,860,1790,60,69.39,75.61,6.22,8.96
01-09-2017,Puducherry,32.5,0,0,0,0,0.61,0.72,0.11,18.03
01-09-2017,Kerala,2041.46,392,180,188,24,15.55,34.23,18.68,120.14
01-09-2017,Karnataka,8805.32,5022.4,66.8,4590.6,365,79.88,68.57,-11.31,-14.15
01-09-2017,Andhra Pradesh,6395.4,2562.8,210,2240,112.8,82.19,55.44,-26.75,-32.55
01-09-2017,WPCL,2340,870,0,870,0,10.32,30.34,20.02,194.03
01-09-2017,VVL,135,135,0,135,0,0,0,0,0
01-09-2017,VIP,600,300,300,0,0,10.39,5.68,-4.71,-45.35
01-09-2017,VESPL,35,35,0,35,0,0,0,0,0
01-09-2017,TRNE,600,0,0,0,0,11.62,12.31,0.69,5.9
01-09-2017,TOR. POW. (UNOSUGEN),2004.5,1642.5,382.5,60,1200,7.25,8.17,0.92,12.74
01-09-2017,TOR. POW. (SUGEN),1147.5,0,0,0,0,16.44,18.1,1.66,10.11
01-09-2017,TATA PCL,1430,500,0,500,0,17.14,19.88,2.74,16
01-09-2017,TATA MAH.,447,0,0,0,0,3.81,7.03,3.22,84.59
01-09-2017,BRBCL,500,500,0,500,0,3.9,0,-3.9,-100
01-09-2017,CESC,1125,307.5,0,307.5,0,17.65,19.02,1.37,7.77
01-09-2017,DEPL,193,0,0,0,0,3.61,4.72,1.11,30.75
01-09-2017,DVC,7233.2,2543.2,540,2003.2,0,92.5,89.54,-2.96,-3.2
01-09-2017,RPSCL,1200,0,0,0,0,21.94,21.39,-0.55,-2.48
01-09-2017,PPGCL (Jaypee),1980,660,0,660,0,25.62,20.18,-5.44,-21.24
01-09-2017,NTPC Ltd.,12659.06,3054.66,500,895,1659.66,175.86,177.46,1.6,0.91
01-09-2017,NPL,1400,700,0,700,0,28.65,12.15,-16.5,-57.59
01-09-2017,NPCIL,1520,200,200,0,0,30.72,29.62,-1.1,-3.56
01-09-2017,NLC,250,125,0,125,0,4.46,2.9,-1.56,-34.91
01-09-2017,NHPC,4484.2,967.4,220,256,491.4,81.69,92.32,10.63,13.02
01-09-2017,RWPL (JSW),1080,0,0,0,0,19.53,23.81,4.28,21.92
01-09-2017,NDPL,108,108,0,0,108,0,0,0,0
01-09-2017,MPCL,86,0,0,0,0,2.19,1.14,-1.05,-47.76
01-09-2017,LPGCL,1980,1980,0,1980,0,29.87,0,-29.87,-100
01-09-2017,LAPPL,1200,0,0,0,0,22.94,23.76,0.82,3.57
01-09-2017,JPPVL,400,100,100,0,0,8.87,8.78,-0.09,-0.97
01-09-2017,JhPL(HR),1320,0,0,0,0,14.39,21.31,6.92,48.07
01-09-2017,IAEPL,36,0,0,0,0,0.71,0.84,0.13,18.17
01-09-2017,HBPCL,1300,0,0,0,0,30.55,34.24,3.69,12.09
01-09-2017,MUNPL,660,660,0,660,0,0,0,0,0
01-09-2017,SJVNL,1912.02,0,0,0,0,44,40.73,-3.27,-7.42
01-09-2017,SrEPL,225,0,0,0,0,2.74,0,-2.74,-100
01-09-2017,THDC,1400,0,0,0,0,20.74,27.56,6.82,32.88
01-09-2017,ESSAR,515,515,0,0,515,0,0,0,0
01-09-2017,EPGL,1200,1200,0,1200,0,0,0,0,0
01-09-2017,DLHP,34,0,0,0,0,0,0,0,0
01-09-2017,DIPL,600,300,0,300,0,6.03,5.93,-0.1,-1.61
01-09-2017,DBPCL,1200,600,0,600,0,17.8,12.33,-5.47,-30.72
01-09-2017,CLPINDIA,655,0,0,0,0,0.8,0.4,-0.4,-50.13
01-09-2017,CGPL,4000,800,0,800,0,82.61,67.92,-14.69,-17.78
01-09-2017,BLAPPL,45,0,0,0,0,0,0.94,0.94,0
01-09-2017,BALCO,600,300,0,300,0,8.7,5.69,-3.01,-34.61
01-09-2017,APL,7920,660,0,660,0,117.23,147.27,30.04,25.62
01-09-2017,AMNEPL,246,246,0,246,0,0,0,0,0
01-09-2017,ACB,325,25,0,25,0,3.23,7.21,3.98,123.31
01-09-2017,Maharashtra,13248,5136,1620,3180,336,154.97,111.23,-43.74,-28.22
01-09-2017,Madhya Pradesh,4955,460,210,250,0,51.45,65.49,14.04,27.28
01-09-2017,Gujarat,8917.82,3019.62,610,1056.62,1353,71.35,76.41,5.06,7.09
01-09-2017,Chhatisgarh,3400,100,0,100,0,60.21,66.24,6.03,10.02
01-09-2017,TSPL,1980,0,0,0,0,30.64,26.64,-4,-13.04
01-09-2017,GPGSL (GVK),540,270,0,270,0,5.77,3.98,-1.79,-31.07
01-09-2017,JPPVL,1820,660,0,660,0,27.04,20.73,-6.31,-23.34
01-09-2017,GIPL,225,0,0,0,0,1.9,0,-1.9,-100
01-09-2017,E.P.P.L.,100,0,0,0,0,2.1,2.62,0.53,25
01-09-2017,Assam,358.45,20,0,20,0,4.9,4.86,-0.04,-0.8
01-09-2017,TATA PCL,240,0,0,0,0,4.64,4.32,-0.32,-6.96
01-09-2017,SKPPPL,96,0,0,0,0,1.52,2.4,0.88,57.76
01-09-2017,SEL,1200,600,0,600,0,2.74,0.53,-2.21,-80.51
01-09-2017,NTPC Ltd.,9220,1160,760,400,0,152.43,174.74,22.31,14.64
01-09-2017,NHPC,862,33,33,0,0,19.1,20.97,1.87,9.81
01-09-2017,NALCO,0,0,0,0,0,0.68,0,-0.68,-100
01-09-2017,Manipur,36,0,0,0,0,0,0,0,0
01-09-2017,MPL,1050,0,0,0,0,21.21,21.65,0.44,2.07
01-09-2017,JITPL,1200,600,0,600,0,13.68,9.64,-4.04,-29.53
01-09-2017,ICCL,0,0,0,0,0,0.81,0.56,-0.25,-30.99
01-09-2017,IBPIL,350,350,0,350,0,0,0,0,0
01-09-2017,HMEL,300,300,0,300,0,0,0,0,0
01-09-2017,HEL,600,0,0,0,0,12.06,14.16,2.11,17.45
01-09-2017,GMR ENERG,1050,0,0,0,0,17.22,19.34,2.12,12.29
01-09-2017,GISL,110,0,0,0,0,2.13,1.8,-0.33,-15.26
01-09-2017,K.B.U.N.L,610,110,0,110,0,7.41,9.39,1.98,26.72
01-09-2017,Meghalaya,322,0,0,0,0,4.06,4.25,0.19,4.66
01-09-2017,Tripura,169.5,53.5,0,0,53.5,1.44,1.78,0.34,23.75
01-09-2017,NEEPCO.,1452,107.6,0,30,77.6,30.84,23,-7.84,-25.42
01-09-2017,DAE,100,100,0,100,0,0,0,0,0
01-09-2017,BEPL,450,450,0,450,0,6.5,0,-6.5,-100
01-09-2017,APL,1320,660,0,660,0,23.29,14.07,-9.22,-39.6
01-09-2017,APCPL,1500,0,0,0,0,21.67,22.34,0.67,3.09
01-09-2017,AHPC (GVK),330,0,0,0,0,6.9,8.34,1.44,20.88
01-09-2017,ADHPL,192,96,96,0,0,4,3.39,-0.61,-15.33
01-09-2017,Uttar Pradesh,5970.6,933,604,329,0,102.43,91.9,-10.53,-10.28
01-09-2017,Uttarakhand,1252.15,491.25,167,96,228.25,16.07,18.14,2.07,12.89
01-09-2017,Rajasthan,6864.8,2173.5,500,1210,463.5,83.26,82.57,-0.69,-0.82
01-09-2017,Punjab,3826.3,1333,879.5,453.5,0,35.89,36.81,0.92,2.58
01-09-2017,Jammu and Kashmir,1285,150,0,0,150,22.41,25.22,2.81,12.53
01-09-2017,Himachal Pradesh,3378,662,108,231,323,44.9,40.23,-4.67,-10.4
01-09-2017,Haryana,2720,1620,0,1620,0,29.25,22.96,-6.29,-21.5
01-09-2017,Delhi,2235.4,885,0,135,750,15.46,6.05,-9.41,-60.89
01-09-2017,ONGC,726.6,0,0,0,0,10.96,14.06,3.1,28.31
01-09-2017,NTPC Ltd.,500,250,0,250,0,7.29,4.83,-2.46,-33.74
01-09-2017,NHPC,105,0,0,0,0,2.42,2.32,-0.1,-4.17
01-09-2017,GBHPPL,70,35,0,35,0,1.45,1.82,0.37,25.38
01-09-2017,JPL,3400,2050,0,2050,0,34.92,28.71,-6.21,-17.77
01-09-2017,JHAPL,600,600,600,0,0,6.84,0,-6.84,-100
01-09-2017,IEPL,270,270,0,270,0,1.35,0,-1.35,-100
01-09-2017,PPNPGCL,330.5,0,0,0,0,0,0,0,0
01-09-2017,PENNA,52.8,0,0,0,0,0.94,1.02,0.08,8.94
01-09-2017,NTPL,1000,500,500,0,0,18.84,6.74,-12.1,-64.21
01-09-2017,NTPC Ltd.,7359.58,2900,500,2400,0,116.34,59.76,-56.58,-48.63
01-09-2017,NTECL,1500,500,500,0,0,26.97,14.24,-12.73,-47.21
01-09-2017,NPCIL,3320,2220,1000,1220,0,44.55,25.33,-19.22,-43.14
01-09-2017,NLC,2990,860,100,760,0,50.12,37.54,-12.58,-25.11
01-09-2017,SAMALPATI,105.7,0,0,0,0,0,0,0,0
01-09-2017,MEL,300,300,0,300,0,1.62,0,-1.62,-100
01-09-2017,LVS POWER,36.8,0,0,0,0,0,0,0,0
01-09-2017,KONDAPALI,1458,0,0,0,0,1.65,5.42,3.77,228.73
01-09-2017,KONA,445,445,0,0,445,0,0,0,0
01-09-2017,JSWEL,860,430,0,430,0,10.64,6.85,-3.79,-35.65
01-09-2017,ITPCL,1200,600,0,600,0,19.8,7.71,-12.09,-61.06
01-09-2017,IBPIL,300,300,0,300,0,0,0,0,0
01-09-2017,HNPC,1040,1040,0,1040,0,17.47,0,-17.47,-100
01-09-2017,MADURAI P,106,0,0,0,0,0,0,0,0
01-09-2017,SEIL,1320,0,0,0,0,27.52,19.21,-8.31,-30.2
01-09-2017,SEPL,600,600,0,600,0,0,0,0,0
01-09-2017,SGPL,1320,0,0,0,0,24.25,21.55,-2.71,-11.15
01-09-2017,GISL,110,0,0,0,0,2.13,1.63,-0.5,-23.57
01-09-2017,DVC,7233.2,3043.2,540,2503.2,0,92.5,90.92,-1.58,-1.71
01-09-2017,DEPL,193,0,0,0,0,3.61,3.29,-0.32,-8.75
01-09-2017,CESC,1125,375,0,375,0,17.65,18.48,0.84,4.73
01-09-2017,BRBCL,500,250,0,250,0,3.9,4.75,0.85,21.67
01-09-2017,ADHUNIK,540,270,0,270,0,8.84,6.34,-2.5,-28.28
01-09-2017,West Bengal,6466,2421.5,222.5,2190,9,68.8,64.49,-4.31,-6.27
01-09-2017,Sikkim,1200,0,0,0,0,20.97,10.27,-10.71,-51.05
01-09-2017,Odisha,2562.25,558.5,419,139.5,0,32.66,29.42,-3.24,-9.93
01-09-2017,Jharkhand,550,210,0,210,0,3.75,4.2,0.45,11.92
01-09-2017,Bihar,710,710,105,605,0,0,0,0,0
01-09-2017,Andaman & Nicobar Islands,40.05,0,0,0,0,0.55,0.27,-0.28,-50.73
01-09-2017,VEMAGIRI,370,0,0,0,0,0,0,0,0
01-09-2017,VASAVI,200,0,0,0,0,0,0,0,0
01-09-2017,UPCL,1200,600,0,600,0,17.46,8.3,-9.16,-52.46
01-09-2017,ST-CMSECP,250,250,0,250,0,3.35,0,-3.35,-100
01-09-2017,SPGL,208,47,0,0,47,1.23,3.86,2.63,213.98
01-09-2017,GVKP&IL,220,220,0,0,220,0,0,0,0
01-09-2017,GMR ENERG,1050,350,0,350,0,17.22,10.34,-6.88,-39.98
01-09-2017,GREL,768,0,0,0,0,0,0,0,0
01-09-2017,GAUTAMI,464,464,0,0,464,0,0,0,0
01-09-2017,SVPPL,63,63,0,63,0,0,0,0,0
01-09-2017,SPPL,150,150,0,150,0,0,0,0,0
01-09-2017,SPL,3960,1320,660,660,0,71.91,66.32,-5.59,-7.77
01-09-2017,SKS,600,600,0,600,0,0,0,0,0
01-09-2017,SCPL,100,0,0,0,0,1.97,2.43,0.46,23.55
01-09-2017,RKMPPL,1080,720,0,720,0,10.26,5.61,-4.65,-45.29
01-09-2017,RIL (DAHANU),500,0,0,0,0,11,9.13,-1.87,-16.97
01-09-2017,TATA MAH.,447,0,0,0,0,3.81,1.01,-2.8,-73.57
01-09-2017,RGPPL,1967.08,1303.54,0,0,1303.54,12.21,12,-0.21,-1.7
01-09-2017,RATTANINDIA,2700,1350,0,1350,0,13.99,23.62,9.63,68.81
01-09-2017,PGPL,388,388,0,0,388,0,0,0,0
01-09-2017,NTPC Ltd.,15433.59,3278,1000,1960,318,226.35,251.38,25.03,11.06
01-09-2017,NSPCL,500,0,0,0,0,10.65,10.75,0.1,0.92
01-09-2017,NPCIL,1840,600,600,0,0,25.06,30.17,5.11,20.4
01-09-2017,NHDC,1520,630,630,0,0,7.9,1.17,-6.73,-85.24
01-09-2017,MCCPL,300,0,0,0,0,6.03,7.29,1.26,20.96
01-09-2017,RELIANCE,48,0,0,0,0,0,0,0,0
01-09-2017,TATA PCL,1430,500,0,500,0,17.14,16.87,-0.27,-1.58
01-09-2017,TOR. POW. (SUGEN),1147.5,0,0,0,0,16.44,14.92,-1.52,-9.25
01-09-2017,TOR. POW. (UNOSUGEN),2004.5,1642.5,382.5,60,1200,7.25,7.91,0.66,9.13
01-09-2017,CEPL,1200,600,0,600,0,11.03,7.97,-3.06,-27.74
01-09-2017,BSES(P),220,0,0,0,0,0,0,0,0
01-09-2017,BSES(C),174,174,0,0,174,0,0,0,0
01-09-2017,BELLARY,25.2,0,0,0,0,0,0,0,0
01-09-2017,APGPCL,272,0,0,0,0,1.05,3.61,2.56,244.19
01-09-2017,ABAN POWR,119.8,0,0,0,0,1.36,2.27,0.91,66.99
01-09-2017,Telangana,6918.1,1202.8,100.8,1045,57,96.02,68.52,-27.51,-28.65
01-09-2017,Tamil Nadu,7037.28,2535,860,1615,60,69.39,72.4,3.01,4.35
01-09-2017,Puducherry,32.5,0,0,0,0,0.61,0.72,0.12,18.85
01-09-2017,Kerala,2041.46,392,180,188,24,15.55,35.8,20.25,130.24
01-09-2017,Karnataka,8805.32,4982.4,66.8,4590.6,325,79.88,40.66,-39.23,-49.1
01-09-2017,Andhra Pradesh,6395.4,2142.8,210,1820,112.8,82.19,63.18,-19.01,-23.13
01-09-2017,WPCL,2340,870,0,870,0,10.32,31.78,21.46,207.95
01-09-2017,VVL,135,135,0,135,0,0,0,0,0
01-09-2017,VIP,600,300,300,0,0,10.39,5.22,-5.17,-49.8
01-09-2017,VESPL,35,35,0,35,0,0,0,0,0
01-09-2017,TRNE,600,0,0,0,0,11.62,10.25,-1.37,-11.75
01-09-2017,GMR ENERG,220,220,0,0,220,0,0,0,0
01-09-2017,ESSARPMPL,600,0,0,0,0,8.23,6.29,-1.95,-23.63
01-09-2017,HEL,600,0,0,0,0,12.06,14.23,2.17,18.02
01-09-2017,IBPIL,350,350,0,350,0,0,0,0,0
01-09-2017,TSPL,1980,0,0,0,0,30.64,44.02,13.39,43.68
01-09-2017,THDC,1400,0,0,0,0,20.74,28.9,8.16,39.36
01-09-2017,SrEPL,225,0,0,0,0,2.74,0,-2.74,-100
01-09-2017,SJVNL,1912.02,0,0,0,0,44,38.2,-5.8,-13.18
01-09-2017,RWPL (JSW),1080,135,0,135,0,19.53,23.8,4.27,21.87
01-09-2017,RPSCL,1200,0,0,0,0,21.94,19.55,-2.39,-10.9
01-09-2017,PPGCL (Jaypee),1980,660,0,660,0,25.62,19.54,-6.09,-23.75
01-09-2017,Chhatisgarh,3400,100,0,100,0,60.21,69.38,9.17,15.23
01-09-2017,NTPC Ltd.,12659.06,3054.66,500,895,1659.66,175.86,200.67,24.81,14.11
01-09-2017,NPCIL,1520,200,200,0,0,30.72,29.99,-0.73,-2.37
01-09-2017,NLC,250,125,0,125,0,4.46,3.02,-1.44,-32.38
01-09-2017,NHPC,4484.2,978.4,220,267,491.4,81.69,80.37,-1.32,-1.62
01-09-2017,NDPL,108,108,0,0,108,0,0,0,0
01-09-2017,MUNPL,660,660,0,660,0,0,0,0,0
01-09-2017,MPCL,86,0,0,0,0,2.19,0.74,-1.45,-66.12
01-09-2017,LPGCL,1980,1980,0,1980,0,29.87,0,-29.87,-100
01-09-2017,NPL,1400,700,0,700,0,28.65,16.78,-11.87,-41.43
01-09-2017,Gujarat,8917.82,3019.62,610,1056.62,1353,71.35,81.24,9.89,13.86
01-09-2017,Madhya Pradesh,4955,1060,460,600,0,51.45,64.15,12.7,24.68
